Order Number,Order Status,Book Name,Order Date,Category
56723,Completed,Python Programming,2020-10-12,Best Selling
56722,Completed,Python Programming,2020-10-12,Best Selling
56718,Completed,Python Programming,2020-10-12,Best Selling
56716,Completed,Python Programming,2020-10-12,Best Selling
56703,Completed,Python Programming,2020-10-12,Best Selling
56700,Completed,Python Programming,2020-10-12,Best Selling
56693,Completed,Python Programming,2020-10-12,Best Selling
56691,Completed,Python Programming,2020-10-12,Best Selling
56688,Completed,Python Programming,2020-10-12,Best Selling
56680,Completed,Python Programming,2020-10-11,Best Selling
56678,Completed,Python Programming,2020-10-11,Best Selling
56671,Completed,Python Programming,2020-10-11,Best Selling
56670,Completed,Python Programming,2020-10-11,Best Selling
56665,Completed,Python Programming,2020-10-11,Best Selling
56662,Completed,Python Programming,2020-10-11,Best Selling
56660,Completed,Python Programming,2020-10-11,Best Selling
56655,Completed,Python Programming,2020-10-11,Best Selling
56654,Completed,Python Programming,2020-10-11,Best Selling
56653,Completed,Python Programming,2020-10-11,Best Selling
56649,Completed,Python Programming,2020-10-11,Best Selling
56648,Completed,Python Programming,2020-10-11,Best Selling
56646,Completed,Python Programming,2020-10-11,Best Selling
56645,Completed,Python Programming,2020-10-11,Best Selling
56641,Completed,Python Programming,2020-10-11,Best Selling
56633,Returned,Python Programming,2020-10-11,Best Selling
56629,Returned,Python Programming,2020-10-11,Best Selling
56625,Completed,Python Programming,2020-10-11,Best Selling
56624,Completed,Python Programming,2020-10-11,Best Selling
56621,Completed,Python Programming,2020-10-11,Best Selling
56606,Completed,Python Programming,2020-10-11,Best Selling
56604,Completed,Python Programming,2020-10-11,Best Selling
56597,Completed,Python Programming,2020-10-11,Best Selling
56593,Completed,Python Programming,2020-10-11,Best Selling
56592,Completed,Python Programming,2020-10-11,Best Selling
56588,Completed,Python Programming,2020-10-11,Best Selling
56587,Completed,Python Programming,2020-10-11,Best Selling
56586,Completed,Python Programming,2020-10-11,Best Selling
56584,Completed,Python Programming,2020-10-11,Best Selling
56582,Completed,Python Programming,2020-10-11,Best Selling
56577,Completed,Python Programming,2020-10-11,Best Selling
56575,Completed,Python Programming,2020-10-11,Best Selling
56570,Completed,Python Programming,2020-10-11,Best Selling
56565,Completed,Python Programming,2020-10-11,Best Selling
56561,Completed,Python Programming,2020-10-11,Best Selling
56560,Completed,Python Programming,2020-10-10,Best Selling
56555,Returned,Python Programming,2020-10-10,Best Selling
56537,Completed,Python Programming,2020-10-10,Best Selling
56535,Completed,Python Programming,2020-10-10,Best Selling
56521,Completed,Python Programming,2020-10-10,Best Selling
56518,Completed,Python Programming,2020-10-10,Best Selling
56512,Completed,Python Programming,2020-10-10,Best Selling
56481,Completed,Python Programming,2020-10-09,Best Selling
56480,Completed,Python Programming,2020-10-09,Best Selling
56477,Completed,Python Programming,2020-10-09,Best Selling
56472,Returned,Python Programming,2020-10-09,Best Selling
56471,Completed,Python Programming,2020-10-09,Best Selling
56469,Completed,Python Programming,2020-10-09,Best Selling
56468,Completed,Python Programming,2020-10-09,Best Selling
56466,Completed,Python Programming,2020-10-08,Best Selling
56459,Completed,Python Programming,2020-10-08,Best Selling
56457,Completed,Python Programming,2020-10-08,Best Selling
56446,Completed,Python Programming,2020-10-08,Best Selling
56443,Completed,Python Programming,2020-10-07,Best Selling
56439,Completed,Python Programming,2020-10-07,Best Selling
56419,Completed,Python Programming,2020-10-07,Best Selling
56414,Completed,Python Programming,2020-10-07,Best Selling
56406,Completed,Python Programming,2020-10-06,Best Selling
56404,Completed,Python Programming,2020-10-06,Best Selling
56394,Completed,Python Programming,2020-10-06,Best Selling
56388,Completed,Python Programming,2020-10-06,Best Selling
56379,Completed,Python Programming,2020-10-05,Best Selling
56376,Completed,Python Programming,2020-10-05,Best Selling
56374,Returned,Python Programming,2020-10-05,Best Selling
56371,Completed,Python Programming,2020-10-05,Best Selling
56354,Completed,Python Programming,2020-10-04,Best Selling
56353,Completed,Python Programming,2020-10-04,Best Selling
56352,Completed,Python Programming,2020-10-04,Best Selling
56344,Completed,Python Programming,2020-10-04,Best Selling
56342,Completed,Python Programming,2020-10-04,Best Selling
56339,Completed,Python Programming,2020-10-04,Best Selling
56337,Completed,Python Programming,2020-10-04,Best Selling
56336,Completed,Python Programming,2020-10-04,Best Selling
56325,Completed,Python Programming,2020-10-04,Best Selling
56321,Completed,Python Programming,2020-10-04,Best Selling
56316,Completed,Python Programming,2020-10-04,Best Selling
56299,Completed,Python Programming,2020-10-04,Best Selling
56288,Completed,Python Programming,2020-10-03,Best Selling
56283,Completed,Python Programming,2020-10-03,Best Selling
56272,Completed,Python Programming,2020-10-03,Best Selling
56271,Returned,Python Programming,2020-10-03,Best Selling
56241,Completed,Python Programming,2020-10-03,Best Selling
56235,Completed,Python Programming,2020-10-03,Best Selling
56234,Completed,Python Programming,2020-10-03,Best Selling
56226,Completed,Python Programming,2020-10-02,Best Selling
56212,Completed,Python Programming,2020-10-02,Best Selling
56209,Completed,Python Programming,2020-10-02,Best Selling
56208,Completed,Python Programming,2020-10-02,Best Selling
56195,Completed,Python Programming,2020-10-02,Best Selling
56193,Completed,Python Programming,2020-10-02,Best Selling
56177,Completed,Python Programming,2020-10-02,Best Selling
56168,Completed,Python Programming,2020-10-02,Best Selling
56165,Completed,Python Programming,2020-10-02,Best Selling
56144,Completed,Python Programming,2020-10-01,Best Selling
56142,Completed,Python Programming,2020-10-01,Best Selling
56141,Completed,Python Programming,2020-10-01,Best Selling
56134,Completed,Python Programming,2020-10-01,Best Selling
56100,Completed,Python Programming,2020-09-30,Best Selling
56092,Completed,Python Programming,2020-09-30,Best Selling
56065,Returned,Python Programming,2020-09-30,Best Selling
56050,Completed,Python Programming,2020-09-29,Best Selling
56033,Completed,Python Programming,2020-09-29,Best Selling
56027,Completed,Python Programming,2020-09-29,Best Selling
56026,Completed,Python Programming,2020-09-29,Best Selling
56022,Completed,Python Programming,2020-09-29,Best Selling
56012,Completed,Python Programming,2020-09-29,Best Selling
56011,Completed,Python Programming,2020-09-29,Best Selling
56010,Completed,Python Programming,2020-09-29,Best Selling
56005,Completed,Python Programming,2020-09-29,Best Selling
56001,Completed,Python Programming,2020-09-28,Best Selling
56000,Completed,Python Programming,2020-09-28,Best Selling
55986,Returned,Python Programming,2020-09-28,Best Selling
55984,Completed,Python Programming,2020-09-28,Best Selling
55979,Returned,Python Programming,2020-09-28,Best Selling
55942,Completed,Python Programming,2020-09-27,Best Selling
55923,Completed,Python Programming,2020-09-27,Best Selling
55922,Completed,Python Programming,2020-09-27,Best Selling
55914,Completed,Python Programming,2020-09-27,Best Selling
55902,Completed,Python Programming,2020-09-27,Best Selling
55894,Completed,Python Programming,2020-09-27,Best Selling
55883,Completed,Python Programming,2020-09-26,Best Selling
55873,Completed,Python Programming,2020-09-26,Best Selling
55860,Completed,Python Programming,2020-09-26,Best Selling
55855,Completed,Python Programming,2020-09-26,Best Selling
55817,Completed,Python Programming,2020-09-26,Best Selling
55812,Completed,Python Programming,2020-09-26,Best Selling
55809,Completed,Python Programming,2020-09-26,Best Selling
55807,Completed,Python Programming,2020-09-26,Best Selling
55802,Completed,Python Programming,2020-09-25,Best Selling
55791,Completed,Python Programming,2020-09-25,Best Selling
55790,Completed,Python Programming,2020-09-25,Best Selling
55771,Completed,Python Programming,2020-09-25,Best Selling
55735,Completed,Python Programming,2020-09-24,Best Selling
55731,Completed,Python Programming,2020-09-24,Best Selling
55728,Completed,Python Programming,2020-09-24,Best Selling
55707,Completed,Python Programming,2020-09-24,Best Selling
55706,Completed,Python Programming,2020-09-24,Best Selling
55705,Completed,Python Programming,2020-09-24,Best Selling
55704,Completed,Python Programming,2020-09-23,Best Selling
55701,Completed,Python Programming,2020-09-23,Best Selling
55693,Completed,Python Programming,2020-09-23,Best Selling
55669,Completed,Python Programming,2020-09-23,Best Selling
55659,Completed,Python Programming,2020-09-23,Best Selling
55658,Completed,Python Programming,2020-09-23,Best Selling
55656,Completed,Python Programming,2020-09-23,Best Selling
55653,Completed,Python Programming,2020-09-23,Best Selling
55643,Completed,Python Programming,2020-09-23,Best Selling
55642,Completed,Python Programming,2020-09-23,Best Selling
55629,Completed,Python Programming,2020-09-23,Best Selling
55627,Completed,Python Programming,2020-09-22,Best Selling
55624,Completed,Python Programming,2020-09-22,Best Selling
55619,Completed,Python Programming,2020-09-22,Best Selling
55586,Completed,Python Programming,2020-09-22,Best Selling
55585,Completed,Python Programming,2020-09-22,Best Selling
55583,Completed,Python Programming,2020-09-22,Best Selling
55582,Completed,Python Programming,2020-09-22,Best Selling
55581,Completed,Python Programming,2020-09-22,Best Selling
55568,Completed,Python Programming,2020-09-22,Best Selling
55566,Completed,Python Programming,2020-09-22,Best Selling
55564,Completed,Python Programming,2020-09-22,Best Selling
55534,Completed,Python Programming,2020-09-22,Best Selling
55532,Completed,Python Programming,2020-09-22,Best Selling
55525,Completed,Python Programming,2020-09-22,Best Selling
55524,Completed,Python Programming,2020-09-22,Best Selling
55506,Completed,Python Programming,2020-09-22,Best Selling
55499,Completed,Python Programming,2020-09-21,Best Selling
55496,Completed,Python Programming,2020-09-21,Best Selling
55490,Completed,Python Programming,2020-09-21,Best Selling
55489,Completed,Python Programming,2020-09-21,Best Selling
55488,Completed,Python Programming,2020-09-21,Best Selling
55486,Completed,Python Programming,2020-09-21,Best Selling
55485,Completed,Python Programming,2020-09-21,Best Selling
55484,Completed,Python Programming,2020-09-21,Best Selling
55483,Completed,Python Programming,2020-09-21,Best Selling
55475,Completed,Python Programming,2020-09-21,Best Selling
55474,Completed,Python Programming,2020-09-21,Best Selling
55472,Completed,Python Programming,2020-09-21,Best Selling
55470,Completed,Python Programming,2020-09-20,Best Selling
55467,Completed,Python Programming,2020-09-20,Best Selling
55463,Completed,Python Programming,2020-09-20,Best Selling
55461,Completed,Python Programming,2020-09-20,Best Selling
55459,Completed,Python Programming,2020-09-20,Best Selling
55457,Completed,Python Programming,2020-09-20,Best Selling
55439,Completed,Python Programming,2020-09-20,Best Selling
55428,Completed,Python Programming,2020-09-20,Best Selling
55419,Completed,Python Programming,2020-09-20,Best Selling
55418,Completed,Python Programming,2020-09-20,Best Selling
55415,Completed,Python Programming,2020-09-20,Best Selling
55413,Completed,Python Programming,2020-09-20,Best Selling
55412,Completed,Python Programming,2020-09-20,Best Selling
55396,Completed,Python Programming,2020-09-20,Best Selling
55395,Completed,Python Programming,2020-09-20,Best Selling
55392,Completed,Python Programming,2020-09-20,Best Selling
55390,Completed,Python Programming,2020-09-20,Best Selling
55387,Completed,Python Programming,2020-09-20,Best Selling
55370,Completed,Python Programming,2020-09-19,Best Selling
55369,Completed,Python Programming,2020-09-19,Best Selling
55365,Completed,Python Programming,2020-09-19,Best Selling
55364,Completed,Python Programming,2020-09-19,Best Selling
55363,Completed,Python Programming,2020-09-19,Best Selling
55361,Completed,Python Programming,2020-09-19,Best Selling
55360,Completed,Python Programming,2020-09-19,Best Selling
55358,Returned,Python Programming,2020-09-19,Best Selling
55356,Returned,Python Programming,2020-09-19,Best Selling
55355,Completed,Python Programming,2020-09-19,Best Selling
55354,Completed,Python Programming,2020-09-19,Best Selling
55348,Completed,Python Programming,2020-09-19,Best Selling
55347,Completed,Python Programming,2020-09-19,Best Selling
55346,Completed,Python Programming,2020-09-19,Best Selling
55343,Completed,Python Programming,2020-09-19,Best Selling
55342,Completed,Python Programming,2020-09-19,Best Selling
55336,Completed,Python Programming,2020-09-19,Best Selling
55335,Completed,Python Programming,2020-09-19,Best Selling
55334,Completed,Python Programming,2020-09-19,Best Selling
55332,Completed,Python Programming,2020-09-19,Best Selling
55325,Completed,Python Programming,2020-09-19,Best Selling
55323,Completed,Python Programming,2020-09-19,Best Selling
55321,Completed,Python Programming,2020-09-19,Best Selling
55317,Completed,Python Programming,2020-09-19,Best Selling
55316,Completed,Python Programming,2020-09-19,Best Selling
55309,Completed,Python Programming,2020-09-19,Best Selling
55308,Completed,Python Programming,2020-09-19,Best Selling
55289,Completed,Python Programming,2020-09-19,Best Selling
55280,Completed,Python Programming,2020-09-19,Best Selling
55255,Completed,Python Programming,2020-09-19,Best Selling
55253,Completed,Python Programming,2020-09-19,Best Selling
55243,Completed,Python Programming,2020-09-19,Best Selling
55242,Completed,Python Programming,2020-09-19,Best Selling
55241,Completed,Python Programming,2020-09-19,Best Selling
55239,Completed,Python Programming,2020-09-19,Best Selling
55236,Completed,Python Programming,2020-09-19,Best Selling
55234,Completed,Python Programming,2020-09-19,Best Selling
55233,Completed,Python Programming,2020-09-19,Best Selling
55231,Completed,Python Programming,2020-09-19,Best Selling
55229,Completed,Python Programming,2020-09-19,Best Selling
55227,Completed,Python Programming,2020-09-19,Best Selling
55223,Completed,Python Programming,2020-09-18,Best Selling
55222,Completed,Python Programming,2020-09-18,Best Selling
55221,Completed,Python Programming,2020-09-18,Best Selling
55217,Completed,Python Programming,2020-09-18,Best Selling
55215,Completed,Python Programming,2020-09-18,Best Selling
55212,Completed,Python Programming,2020-09-18,Best Selling
55210,Completed,Python Programming,2020-09-18,Best Selling
55199,Completed,Python Programming,2020-09-18,Best Selling
55188,Completed,Python Programming,2020-09-18,Best Selling
55187,Completed,Python Programming,2020-09-18,Best Selling
55181,Completed,Python Programming,2020-09-18,Best Selling
55176,Completed,Python Programming,2020-09-18,Best Selling
55175,Completed,Python Programming,2020-09-18,Best Selling
55165,Completed,Python Programming,2020-09-18,Best Selling
55164,Returned,Python Programming,2020-09-18,Best Selling
55163,Canceled,Python Programming,2020-09-18,Best Selling
55162,Completed,Python Programming,2020-09-18,Best Selling
55158,Completed,Python Programming,2020-09-18,Best Selling
55154,Completed,Python Programming,2020-09-18,Best Selling
55153,Completed,Python Programming,2020-09-18,Best Selling
55149,Completed,Python Programming,2020-09-17,Best Selling
55148,Completed,Python Programming,2020-09-17,Best Selling
55147,Completed,Python Programming,2020-09-17,Best Selling
55138,Completed,Python Programming,2020-09-17,Best Selling
55135,Completed,Python Programming,2020-09-17,Best Selling
55132,Completed,Python Programming,2020-09-17,Best Selling
55131,Completed,Python Programming,2020-09-17,Best Selling
55130,Completed,Python Programming,2020-09-17,Best Selling
55128,Completed,Python Programming,2020-09-17,Best Selling
55127,Completed,Python Programming,2020-09-17,Best Selling
55125,Completed,Python Programming,2020-09-17,Best Selling
55123,Returned,Python Programming,2020-09-17,Best Selling
55119,Completed,Python Programming,2020-09-17,Best Selling
55118,Completed,Python Programming,2020-09-17,Best Selling
55116,Completed,Python Programming,2020-09-17,Best Selling
55112,Completed,Python Programming,2020-09-17,Best Selling
55111,Returned,Python Programming,2020-09-17,Best Selling
55106,Completed,Python Programming,2020-09-17,Best Selling
55103,Completed,Python Programming,2020-09-17,Best Selling
55101,Completed,Python Programming,2020-09-17,Best Selling
55100,Completed,Python Programming,2020-09-16,Best Selling
55097,Completed,Python Programming,2020-09-16,Best Selling
55096,Completed,Python Programming,2020-09-16,Best Selling
55093,Completed,Python Programming,2020-09-16,Best Selling
55085,Completed,Python Programming,2020-09-16,Best Selling
55081,Completed,Python Programming,2020-09-16,Best Selling
55079,Returned,Python Programming,2020-09-16,Best Selling
55078,Completed,Python Programming,2020-09-16,Best Selling
55077,Completed,Python Programming,2020-09-16,Best Selling
55072,Completed,Python Programming,2020-09-16,Best Selling
55060,Completed,Python Programming,2020-09-16,Best Selling
55055,Completed,Python Programming,2020-09-16,Best Selling
55021,Completed,Python Programming,2020-09-16,Best Selling
55020,Completed,Python Programming,2020-09-16,Best Selling
55017,Completed,Python Programming,2020-09-16,Best Selling
55016,Completed,Python Programming,2020-09-16,Best Selling
55013,Completed,Python Programming,2020-09-16,Best Selling
55010,Completed,Python Programming,2020-09-16,Best Selling
55004,Completed,Python Programming,2020-09-16,Best Selling
54999,Completed,Python Programming,2020-09-15,Best Selling
54993,Completed,Python Programming,2020-09-15,Best Selling
54991,Completed,Python Programming,2020-09-15,Best Selling
54981,Completed,Python Programming,2020-09-15,Best Selling
54970,Completed,Python Programming,2020-09-15,Best Selling
54968,Completed,Python Programming,2020-09-15,Best Selling
54966,Completed,Python Programming,2020-09-15,Best Selling
54963,Completed,Python Programming,2020-09-15,Best Selling
54962,Completed,Python Programming,2020-09-15,Best Selling
54960,Completed,Python Programming,2020-09-15,Best Selling
54956,Completed,Python Programming,2020-09-15,Best Selling
54955,Completed,Python Programming,2020-09-15,Best Selling
54952,Completed,Python Programming,2020-09-15,Best Selling
54951,Completed,Python Programming,2020-09-15,Best Selling
54949,Completed,Python Programming,2020-09-15,Best Selling
54945,Completed,Python Programming,2020-09-15,Best Selling
54944,Completed,Python Programming,2020-09-15,Best Selling
54938,Returned,Python Programming,2020-09-15,Best Selling
54937,Completed,Python Programming,2020-09-15,Best Selling
54936,Completed,Python Programming,2020-09-15,Best Selling
54933,Completed,Python Programming,2020-09-15,Best Selling
54929,Completed,Python Programming,2020-09-15,Best Selling
54928,Completed,Python Programming,2020-09-15,Best Selling
54927,Completed,Python Programming,2020-09-15,Best Selling
54923,Completed,Python Programming,2020-09-15,Best Selling
54922,Completed,Python Programming,2020-09-15,Best Selling
54921,Completed,Python Programming,2020-09-15,Best Selling
54919,Completed,Python Programming,2020-09-15,Best Selling
54912,Returned,Python Programming,2020-09-15,Best Selling
54911,Completed,Python Programming,2020-09-15,Best Selling
54909,Completed,Python Programming,2020-09-14,Best Selling
54877,Completed,Python Programming,2020-09-14,Best Selling
54867,Completed,Python Programming,2020-09-13,Best Selling
54860,Completed,Python Programming,2020-09-13,Best Selling
54856,Completed,Python Programming,2020-09-13,Best Selling
54852,Completed,Python Programming,2020-09-13,Best Selling
54851,Completed,Python Programming,2020-09-13,Best Selling
54843,Completed,Python Programming,2020-09-13,Best Selling
54832,Returned,Python Programming,2020-09-13,Best Selling
54827,Completed,Python Programming,2020-09-12,Best Selling
54826,Completed,Python Programming,2020-09-12,Best Selling
54821,Completed,Python Programming,2020-09-12,Best Selling
54818,Returned,Python Programming,2020-09-12,Best Selling
54811,Completed,Python Programming,2020-09-12,Best Selling
54791,Completed,Python Programming,2020-09-12,Best Selling
54787,Completed,Python Programming,2020-09-12,Best Selling
54756,Completed,Python Programming,2020-09-12,Best Selling
54750,Completed,Python Programming,2020-09-12,Best Selling
54743,Completed,Python Programming,2020-09-12,Best Selling
54735,Returned,Python Programming,2020-09-12,Best Selling
54733,Completed,Python Programming,2020-09-12,Best Selling
54732,Completed,Python Programming,2020-09-12,Best Selling
54722,Completed,Python Programming,2020-09-11,Best Selling
54720,Returned,Python Programming,2020-09-11,Best Selling
54717,Completed,Python Programming,2020-09-11,Best Selling
54716,Completed,Python Programming,2020-09-11,Best Selling
54710,Completed,Python Programming,2020-09-11,Best Selling
54707,Completed,Python Programming,2020-09-11,Best Selling
54701,Completed,Python Programming,2020-09-11,Best Selling
54693,Completed,Python Programming,2020-09-11,Best Selling
54685,Completed,Python Programming,2020-09-11,Best Selling
54678,Completed,Python Programming,2020-09-11,Best Selling
54661,Completed,Python Programming,2020-09-11,Best Selling
54659,Completed,Python Programming,2020-09-11,Best Selling
54649,Completed,Python Programming,2020-09-11,Best Selling
54644,Completed,Python Programming,2020-09-11,Best Selling
54643,Completed,Python Programming,2020-09-11,Best Selling
54641,Completed,Python Programming,2020-09-11,Best Selling
54637,Completed,Python Programming,2020-09-11,Best Selling
54622,Completed,Python Programming,2020-09-11,Best Selling
54621,Completed,Python Programming,2020-09-11,Best Selling
54615,Completed,Python Programming,2020-09-11,Best Selling
54607,Completed,Python Programming,2020-09-11,Best Selling
54606,Completed,Python Programming,2020-09-11,Best Selling
54596,Completed,Python Programming,2020-09-10,Best Selling
54589,Completed,Python Programming,2020-09-10,Best Selling
54587,Completed,Python Programming,2020-09-10,Best Selling
54583,Completed,Python Programming,2020-09-10,Best Selling
54582,Completed,Python Programming,2020-09-10,Best Selling
54581,Completed,Python Programming,2020-09-10,Best Selling
54580,Completed,Python Programming,2020-09-10,Best Selling
54579,Completed,Python Programming,2020-09-10,Best Selling
54578,Completed,Python Programming,2020-09-10,Best Selling
54575,Completed,Python Programming,2020-09-10,Best Selling
54553,Completed,Python Programming,2020-09-10,Best Selling
54551,Completed,Python Programming,2020-09-10,Best Selling
54548,Completed,Python Programming,2020-09-09,Best Selling
54546,Completed,Python Programming,2020-09-09,Best Selling
54545,Completed,Python Programming,2020-09-09,Best Selling
54541,Returned,Python Programming,2020-09-09,Best Selling
54540,Completed,Python Programming,2020-09-09,Best Selling
54523,Completed,Python Programming,2020-09-09,Best Selling
54519,Completed,Python Programming,2020-09-09,Best Selling
54518,Completed,Python Programming,2020-09-09,Best Selling
54517,Completed,Python Programming,2020-09-09,Best Selling
54516,Completed,Python Programming,2020-09-09,Best Selling
54512,Completed,Python Programming,2020-09-09,Best Selling
54511,Completed,Python Programming,2020-09-09,Best Selling
54510,Completed,Python Programming,2020-09-09,Best Selling
54509,Completed,Python Programming,2020-09-09,Best Selling
54503,Completed,Python Programming,2020-09-09,Best Selling
54501,Completed,Python Programming,2020-09-08,Best Selling
54497,Completed,Python Programming,2020-09-08,Best Selling
54495,Returned,Python Programming,2020-09-08,Best Selling
54478,Completed,Python Programming,2020-09-08,Best Selling
54470,Completed,Python Programming,2020-09-08,Best Selling
54457,Completed,Python Programming,2020-09-08,Best Selling
54456,Completed,Python Programming,2020-09-08,Best Selling
54455,Completed,Python Programming,2020-09-08,Best Selling
54454,Completed,Python Programming,2020-09-08,Best Selling
54450,Completed,Python Programming,2020-09-08,Best Selling
54445,Completed,Python Programming,2020-09-07,Best Selling
54442,Completed,Python Programming,2020-09-07,Best Selling
54407,Completed,Python Programming,2020-09-07,Best Selling
54400,Completed,Python Programming,2020-09-07,Best Selling
54395,Completed,Python Programming,2020-09-07,Best Selling
54392,Completed,Python Programming,2020-09-07,Best Selling
54382,Completed,Python Programming,2020-09-07,Best Selling
54381,Completed,Python Programming,2020-09-07,Best Selling
54379,Completed,Python Programming,2020-09-07,Best Selling
54376,Completed,Python Programming,2020-09-07,Best Selling
54375,Completed,Python Programming,2020-09-07,Best Selling
54373,Completed,Python Programming,2020-09-07,Best Selling
54368,Completed,Python Programming,2020-09-07,Best Selling
54366,Completed,Python Programming,2020-09-07,Best Selling
54357,Completed,Python Programming,2020-09-06,Best Selling
54349,Completed,Python Programming,2020-09-06,Best Selling
54347,Completed,Python Programming,2020-09-06,Best Selling
54344,Completed,Python Programming,2020-09-06,Best Selling
54337,Completed,Python Programming,2020-09-06,Best Selling
54332,Completed,Python Programming,2020-09-06,Best Selling
54331,Completed,Python Programming,2020-09-06,Best Selling
54325,Completed,Python Programming,2020-09-06,Best Selling
54306,Completed,Python Programming,2020-09-06,Best Selling
54295,Completed,Python Programming,2020-09-06,Best Selling
54292,Completed,Python Programming,2020-09-06,Best Selling
54284,Completed,Python Programming,2020-09-06,Best Selling
54281,Completed,Python Programming,2020-09-06,Best Selling
54280,Completed,Python Programming,2020-09-06,Best Selling
54271,Completed,Python Programming,2020-09-05,Best Selling
54270,Completed,Python Programming,2020-09-05,Best Selling
54269,Completed,Python Programming,2020-09-05,Best Selling
54267,Completed,Python Programming,2020-09-05,Best Selling
54258,Completed,Python Programming,2020-09-05,Best Selling
54256,Returned,Python Programming,2020-09-05,Best Selling
54244,Completed,Python Programming,2020-09-05,Best Selling
54242,Completed,Python Programming,2020-09-05,Best Selling
54240,Completed,Python Programming,2020-09-05,Best Selling
54235,Returned,Python Programming,2020-09-05,Best Selling
54221,Returned,Python Programming,2020-09-05,Best Selling
54209,Completed,Python Programming,2020-09-05,Best Selling
54205,Completed,Python Programming,2020-09-05,Best Selling
54196,Completed,Python Programming,2020-09-05,Best Selling
54193,Completed,Python Programming,2020-09-05,Best Selling
54184,Completed,Python Programming,2020-09-05,Best Selling
54178,Completed,Python Programming,2020-09-05,Best Selling
54166,Completed,Python Programming,2020-09-05,Best Selling
54152,Completed,Python Programming,2020-09-05,Best Selling
54147,Completed,Python Programming,2020-09-05,Best Selling
54146,Completed,Python Programming,2020-09-05,Best Selling
54142,Completed,Python Programming,2020-09-05,Best Selling
54140,Completed,Python Programming,2020-09-05,Best Selling
54126,Completed,Python Programming,2020-09-04,Best Selling
54122,Completed,Python Programming,2020-09-04,Best Selling
54113,Completed,Python Programming,2020-09-04,Best Selling
54110,Completed,Python Programming,2020-09-04,Best Selling
54104,Completed,Python Programming,2020-09-04,Best Selling
54102,Completed,Python Programming,2020-09-04,Best Selling
54095,Completed,Python Programming,2020-09-04,Best Selling
54089,Completed,Python Programming,2020-09-04,Best Selling
54087,Completed,Python Programming,2020-09-04,Best Selling
54083,Returned,Python Programming,2020-09-04,Best Selling
54082,Completed,Python Programming,2020-09-04,Best Selling
54081,Returned,Python Programming,2020-09-04,Best Selling
54079,Completed,Python Programming,2020-09-04,Best Selling
54077,Completed,Python Programming,2020-09-04,Best Selling
54076,Completed,Python Programming,2020-09-04,Best Selling
54054,Completed,Python Programming,2020-09-04,Best Selling
54053,Completed,Python Programming,2020-09-04,Best Selling
54050,Completed,Python Programming,2020-09-04,Best Selling
54046,Completed,Python Programming,2020-09-04,Best Selling
54044,Completed,Python Programming,2020-09-04,Best Selling
54040,Completed,Python Programming,2020-09-04,Best Selling
54038,Completed,Python Programming,2020-09-04,Best Selling
54037,Completed,Python Programming,2020-09-04,Best Selling
54032,Completed,Python Programming,2020-09-04,Best Selling
54028,Completed,Python Programming,2020-09-04,Best Selling
54023,Completed,Python Programming,2020-09-03,Best Selling
54022,Completed,Python Programming,2020-09-03,Best Selling
54006,Completed,Python Programming,2020-09-03,Best Selling
53984,Returned,Python Programming,2020-09-03,Best Selling
53981,Completed,Python Programming,2020-09-03,Best Selling
53980,Completed,Python Programming,2020-09-03,Best Selling
53979,Completed,Python Programming,2020-09-02,Best Selling
53978,Completed,Python Programming,2020-09-02,Best Selling
53976,Completed,Python Programming,2020-09-02,Best Selling
53975,Completed,Python Programming,2020-09-02,Best Selling
53973,Returned,Python Programming,2020-09-02,Best Selling
53971,Completed,Python Programming,2020-09-02,Best Selling
53970,Completed,Python Programming,2020-09-02,Best Selling
53969,Completed,Python Programming,2020-09-02,Best Selling
53966,Completed,Python Programming,2020-09-02,Best Selling
53963,Completed,Python Programming,2020-09-02,Best Selling
53962,Completed,Python Programming,2020-09-02,Best Selling
53959,Completed,Python Programming,2020-09-02,Best Selling
53957,Completed,Python Programming,2020-09-02,Best Selling
53952,Completed,Python Programming,2020-09-02,Best Selling
53945,Completed,Python Programming,2020-09-02,Best Selling
53944,Completed,Python Programming,2020-09-02,Best Selling
53943,Completed,Python Programming,2020-09-02,Best Selling
53938,Completed,Python Programming,2020-09-02,Best Selling
53937,Completed,Python Programming,2020-09-02,Best Selling
53936,Completed,Python Programming,2020-09-02,Best Selling
53935,Completed,Python Programming,2020-09-02,Best Selling
53933,Completed,Python Programming,2020-09-01,Best Selling
53928,Completed,Python Programming,2020-09-01,Best Selling
53927,Completed,Python Programming,2020-09-01,Best Selling
53926,Completed,Python Programming,2020-09-01,Best Selling
53924,Completed,Python Programming,2020-09-01,Best Selling
53922,Completed,Python Programming,2020-09-01,Best Selling
53915,Completed,Python Programming,2020-09-01,Best Selling
53914,Returned,Python Programming,2020-09-01,Best Selling
53911,Completed,Python Programming,2020-09-01,Best Selling
53910,Completed,Python Programming,2020-09-01,Best Selling
53909,Completed,Python Programming,2020-09-01,Best Selling
53908,Completed,Python Programming,2020-09-01,Best Selling
53903,Completed,Python Programming,2020-09-01,Best Selling
53895,Completed,Python Programming,2020-09-01,Best Selling
53891,Returned,Python Programming,2020-09-01,Best Selling
53889,Completed,Python Programming,2020-09-01,Best Selling
53884,Completed,Python Programming,2020-09-01,Best Selling
53877,Completed,Python Programming,2020-09-01,Best Selling
53875,Completed,Python Programming,2020-09-01,Best Selling
